id,Moneda,Precio,Dormitorios,Banos,Superficie_m2,Direccion,Comuna
1174,UF,2500,1,1,35.0,San Diego,Santiago
1175,UF,1700,1,1,28.0,Centro Histórico De Santiago,Santiago
1176,UF,2208,1,1,37.0,Santa Isabel,Santiago
1177,UF,3290,1,1,37.0,Barrio República,Santiago
1178,UF,1660,1,1,33.0,Centro Histórico De Santiago,Santiago
1179,UF,2300,1,1,39.0,Santa Isabel,Santiago
1180,UF,2200,2,1,6.28,Parque O'Higgins,Santiago
1181,UF,1850,1,1,46.0,Santa Isabel,Santiago
1182,UF,2000,1,1,35.0,Ejército - Toesca,Santiago
1183,UF,1500,1,1,32.0,Centro Histórico De Santiago,Santiago
1184,$,62200000,1,1,33.0,Parque O'Higgins,Santiago
1185,UF,3200,2,2,60.0,Ejército - Toesca,Santiago
1186,UF,1500,1,1,31.0,Centro Histórico De Santiago,Santiago
1187,UF,1800,1,1,29.0,Departamento En Venta De 1d/1b | Por True Home | UF | 1.800 | 1 dormitorio | 1 baño | 29 m² útiles | Equidistante A Metro San Diego Y Metro Universidad De Chile,Santiago
1188,UF,3200,1,1,32.0,Bogotá - Sierra Bella,Santiago
1189,UF,1200,1,1,25.0,Barrio Yungay,Santiago
1190,UF,3200,2,2,54.0,Centro Histórico De Santiago,Santiago
1191,UF,1800,1,1,29.0,Bulnes,Santiago
1192,UF,1950,1,1,32.0,Santa Isabel,Santiago
1193,UF,1800,1,1,29.0,Departamento en venta | Departamento En Venta De 1 Dorm. En Santiago | Por True Home | UF | 1.800 | 1 dormitorio | 1 baño | 29 m² útiles | Equidistante A Metro San Diego Y Metro Universidad De Chile,Santiago
1194,UF,383,1,1,28.0,Parque Los Reyes,Santiago
1195,UF,2800,2,2,62.0,Centro Histórico De Santiago,Santiago
1196,UF,4150,3,2,68.0,Barrio Diez De Julio,Santiago
1197,$,50000000,1,1,20.0,Parque Almagro,Santiago
1198,UF,4900,2,2,60.0,Barrio República,Santiago
1199,$,47000000,1,1,33.0,Parque O'Higgins,Santiago
1200,UF,3200,2,2,46.0,Santa Isabel,Santiago
1201,$,128000000,2,2,49.0,Ejército - Toesca,Santiago
1202,$,96000000,2,1,48.0,San Diego,Santiago
1203,UF,1950,1,,33.0,Centro Histórico De Santiago,Santiago
1204,UF,2100,1,1,38.0,Barrio Diez De Julio,Santiago
1205,UF,2400,1,1,41.0,Parque Los Reyes,Santiago
1206,UF,2400,1,1,33.0,Bogotá - Sierra Bella,Santiago
1207,UF,2500,2,2,48.0,Barrio Brasil,Santiago
1208,UF,2500,2,2,58.0,Parque O'Higgins,Santiago
1209,UF,1350,1,1,30.0,Bulnes,Santiago
1210,UF,2000,1,1,32.0,Bulnes,Santiago
1211,UF,1900,1,1,30.0,Santa Isabel,Santiago
1212,UF,4100,2,2,62.0,Santa Isabel,Santiago
1213,UF,2090,2,1,45.0,Bogotá - Sierra Bella,Santiago
1214,UF,1600,,1,30.0,Ejército - Toesca,Santiago
1215,UF,3000,2,2,54.0,Santa Isabel,Santiago
1216,UF,1700,1,1,37.0,Santa Isabel,Santiago
1217,UF,1700,1,1,35.0,Centro Histórico De Santiago,Santiago
1218,UF,1300,2,1,33.0,Club Hípico,Santiago
1219,UF,3000,1,1,33.0,Santa Isabel,Santiago
1220,UF,1480,1,1,26.0,Centro Histórico De Santiago,Santiago
1221,UF,2166,2,1,42.0,Santa Isabel,Santiago
1222,UF,3750,2,2,58.0,Centro Histórico De Santiago,Santiago
1223,UF,3000,2,2,59.0,Santa Isabel,Santiago
1224,UF,2450,2,2,44.0,Parque Almagro,Santiago
1225,$,110000000,2,2,52.0,Santa Isabel,Santiago
1226,UF,2499,2,2,55.0,Santa Isabel,Santiago
1227,$,97000000,2,2,52.0,Centro Histórico De Santiago,Santiago
1228,$,54500000,1,1,32.0,Bogotá - Sierra Bella,Santiago
1229,UF,4900,3,1,85.0,Centro Histórico De Santiago,Santiago
1230,$,105000000,3,2,75.0,Centro Histórico De Santiago,Santiago
1231,UF,1900,1,1,44.0,Centro Histórico De Santiago,Santiago
1232,UF,1600,1,1,38.0,Barrio Yungay,Santiago
1233,$,59000000,1,1,31.0,Centro Histórico De Santiago,Santiago
1234,$,90000000,3,2,70.0,Centro Histórico De Santiago,Santiago
1235,UF,3300,2,1,73.0,Santa Isabel,Santiago
1236,UF,1990,1,1,31.0,Bulnes,Santiago
1237,UF,1690,2,1,43.0,Parque O'Higgins,Santiago
1238,UF,2600,1,1,37.0,Parque Almagro,Santiago
1239,UF,3570,3,2,78.0,Barrio Brasil,Santiago
1240,UF,2700,2,1,45.0,Ejército - Toesca,Santiago
1241,$,159900000,2,2,74.0,Centro Histórico De Santiago,Santiago
1242,$,65000000,1,1,32.0,Santa Isabel,Santiago
1243,UF,2380,2,1,44.0,Centro Histórico De Santiago,Santiago
1244,UF,1000,1,1,14.0,Club Hípico,Santiago
1245,UF,3650,2,2,56.0,Santa Isabel,Santiago
1246,UF,2600,1,1,40.0,Santa Isabel,Santiago
1247,UF,2000,1,1,22.0,Bogotá - Sierra Bella,Santiago
1248,UF,1690,1,1,32.0,Centro Histórico De Santiago,Santiago
1249,UF,2500,2,1,47.0,Santa Isabel,Santiago
1250,UF,4000,3,2,3.0,Santa Isabel,Santiago
1251,UF,2450,2,1,51.0,Centro Histórico De Santiago,Santiago
1252,UF,2850,2,2,48.0,Centro Histórico De Santiago,Santiago
1253,UF,1990,1,1,34.0,Centro Histórico De Santiago,Santiago
1254,UF,2200,2,1,43.0,San Diego,Santiago
1255,UF,3250,2,1,48.0,San Diego,Santiago
1256,UF,2355,1,1,33.0,Barrio Diez De Julio,Santiago
1257,UF,1950,1,1,32.0,Santa Isabel,Santiago
1258,UF,2100,1,1,30.0,Santa Isabel,Santiago
1259,UF,3200,2,2,50.0,Centro Histórico De Santiago,Santiago
1260,UF,3060,2,2,47.0,Centro Histórico De Santiago,Santiago
1261,UF,1900,1,1,34.0,Centro Histórico De Santiago,Santiago
1262,UF,3500,2,2,52.0,Centro Histórico De Santiago,Santiago
1263,UF,1995,1,1,36.0,Centro Histórico De Santiago,Santiago
1264,UF,2900,2,2,46.0,Barrio Brasil,Santiago
1265,UF,2200,1,1,34.0,Centro Histórico De Santiago,Santiago
1266,UF,2000,1,1,34.0,Centro Histórico De Santiago,Santiago
1267,UF,3200,2,2,54.0,Centro Histórico De Santiago,Santiago
1268,UF,2250,1,1,34.0,Centro Histórico De Santiago,Santiago
1269,UF,3050,2,2,50.0,Centro Histórico De Santiago,Santiago
1270,UF,2450,2,1,47.0,Centro Histórico De Santiago,Santiago
1271,UF,3000,2,2,52.0,Barrio República,Santiago
1272,UF,3700,3,2,62.0,Santa Isabel,Santiago
1273,UF,3400,2,2,48.0,Santa Isabel,Santiago
1274,UF,3600,2,1,47.0,Centro Histórico De Santiago,Santiago
1275,UF,3700,2,2,3.0,Centro Histórico De Santiago,Santiago
1276,UF,2300,1,1,34.0,Centro Histórico De Santiago,Santiago
1277,UF,2350,3,2,68.0,Barrio Brasil,Santiago
1278,UF,3450,2,1,58.0,Santa Isabel,Santiago
1279,UF,2900,2,2,51.0,Santa Isabel,Santiago
1280,UF,1990,1,1,34.0,Centro Histórico De Santiago,Santiago
1281,UF,1900,1,1,36.0,Bulnes,Santiago
1282,UF,2300,1,1,34.0,Centro Histórico De Santiago,Santiago
1283,UF,1995,1,1,39.0,Santa Isabel,Santiago
1284,UF,1850,1,1,32.0,San Diego,Santiago
1285,UF,3250,2,1,46.0,Parque Los Reyes,Santiago
1286,$,60000000,1,1,30.0,Departamento en venta | Central Departamento En Venta De 1 Dorm A Pasos De La Moneda | $ | 60.000.000 | 1 dormitorio | 1 baño | 30 m² útiles | Santiago,Bulnes
1287,UF,2300,1,1,34.0,Centro Histórico De Santiago,Santiago
1288,UF,1740,1,1,38.0,San Diego,Santiago
1289,UF,1995,1,1,37.0,Centro Histórico De Santiago,Santiago
1290,UF,2090,1,1,34.0,Centro Histórico De Santiago,Santiago
1291,UF,2200,1,1,34.0,Centro Histórico De Santiago,Santiago
1292,UF,1850,1,1,30.0,Santa Isabel,Santiago
1293,UF,2200,1,1,34.0,Centro Histórico De Santiago,Santiago
1294,UF,2380,1,1,32.0,Centro Histórico De Santiago,Santiago
1295,UF,2750,2,1,51.0,Centro Histórico De Santiago,Santiago
1296,UF,1850,1,1,34.0,Bulnes,Santiago
1297,UF,2800,2,2,48.0,Centro Histórico De Santiago,Santiago
1298,UF,2200,1,1,3.0,Centro Histórico De Santiago,Santiago
1299,UF,1990,2,1,43.0,Parque O'Higgins,Santiago
1300,UF,5900,3,3,102.0,Centro Histórico De Santiago,Santiago
1301,UF,4200,3,2,60.0,Bulnes,Santiago
1302,$,95000000,2,2,50.0,Bulnes,Santiago
1303,UF,2490,2,2,47.0,Barrio Diez De Julio,Santiago
1304,UF,4300,3,2,60.0,Santa Isabel,Santiago
1305,UF,3200,2,1,40.0,San Diego,Santiago
1306,UF,1500,1,1,34.0,Centro Histórico De Santiago,Santiago
1307,UF,1500,1,1,28.0,Centro Histórico De Santiago,Santiago
1308,UF,1490,1,1,38.0,Centro Histórico De Santiago,Santiago
1309,UF,2600,2,1,43.0,Bogotá - Sierra Bella,Santiago
1310,UF,2600,1,1,40.0,San Diego,Santiago
1311,UF,3770,1,1,50.0,Centro Histórico De Santiago,Santiago
1312,UF,1750,1,1,30.0,Santa Isabel,Santiago
1313,UF,1950,1,1,32.0,Centro Histórico De Santiago,Santiago
1314,UF,1800,1,1,32.0,Bulnes,Santiago
1315,UF,1700,1,1,35.0,San Diego,Santiago
1316,UF,3700,3,2,61.0,Parque O'Higgins,Santiago
1317,UF,2890,2,2,56.0,Centro Histórico De Santiago,Santiago
1318,UF,2475,1,1,32.0,Centro Histórico De Santiago,Santiago
1319,$,100000000,2,1,35.0,Parque O'Higgins,Santiago
1320,UF,2700,1,1,40.0,San Diego,Santiago
1321,UF,1650,1,1,35.0,San Diego,Santiago
1322,UF,2900,2,2,35.0,Parque Almagro,Santiago
1323,UF,2679,1,1,35.0,Bogotá - Sierra Bella,Santiago
1324,$,90000000,2,1,43.0,Barrio República,Santiago
1325,UF,2612,1,1,49.0,Parque Almagro,Santiago
1326,UF,3300,1,1,34.0,Bogotá - Sierra Bella,Santiago
1327,UF,1999,1,1,39.0,Parque O'Higgins,Santiago
1328,UF,2475,1,1,56.0,Parque Los Reyes,Santiago
1329,UF,2091,1,1,25.0,Departamento en venta | Departamento En Venta De 1 Dorm. En Quinta Normal | UF | 2.091 | 1 dormitorio | 1 baño | 25 m² totales | Metro Gruta Lourdes,Santiago
1330,UF,2700,1,1,27.0,Parque Los Reyes,Santiago
1331,UF,2587,1,1,25.0,Bulnes,Santiago
1332,UF,2556,1,1,47.0,Santa Isabel,Santiago
1333,UF,3131,1,1,36.0,Ejército - Toesca,Santiago
1334,UF,2850,1,1,34.0,Bulnes,Santiago
1335,UF,3855,2,2,47.0,Bulnes,Santiago
1336,UF,3063,1,1,30.0,San Diego,Santiago
1337,UF,2900,1,1,30.0,Santa Isabel,Santiago
1338,UF,3290,2,2,56.0,Parque O'Higgins,Santiago
1339,$,90000000,2,1,45.0,Centro Histórico De Santiago,Santiago
1340,UF,3762,2,2,4.447,Santa Isabel,Santiago
1341,UF,2590,1,1,26.0,Parque Almagro,Santiago
1342,UF,3099,2,1,46.0,Parque Almagro,Santiago
1343,UF,2591,1,1,29.0,Departamento en venta | Departamento En Venta De 1 Dorm. En Quinta Normal | UF | 2.591 | 1 dormitorio | 1 baño | 29 m² útiles | Metro Gruta Lourdes,Santiago
1344,UF,2900,2,1,56.0,Centro Histórico De Santiago,Santiago
1345,UF,2000,1,1,33.0,Departamento en venta | Departamento En Venta De 1 Dorm. En Santiago | UF | 2.000 | 1 dormitorio | 1 baño | 33 m² útiles | Santiago,Barrio Yungay
1346,UF,3300,2,2,54.0,Parque O'Higgins,Santiago
1347,$,89000000,1,1,37.0,Ejército - Toesca,Santiago
1348,$,83000000,2,2,58.0,Parque Los Reyes,Santiago
1349,UF,5650,3,2,81.0,Barrio Diez De Julio,Santiago
1350,UF,2185,2,2,40.0,Parque O'Higgins,Santiago
1351,UF,1790,2,1,43.0,Barrio Yungay,Santiago
1352,UF,2600,1,1,47.0,Centro Histórico De Santiago,Santiago
1353,UF,2300,1,1,38.0,San Diego,Santiago
1354,UF,2400,1,1,36.0,Barrio Diez De Julio,Santiago
1355,UF,1800,1,1,30.0,Centro Histórico De Santiago,Santiago
1356,UF,2300,2,2,45.0,Parque Almagro,Santiago
1357,UF,3050,2,2,59.0,Barrio Diez De Julio,Santiago
1358,UF,2550,1,1,33.0,Parque Almagro,Santiago
1359,UF,1950,1,1,33.0,Bogotá - Sierra Bella,Santiago
1360,UF,1950,1,1,30.0,Bogotá - Sierra Bella,Santiago
1361,$,64000000,1,1,33.0,Bulnes,Santiago
1362,UF,1950,1,1,33.0,Bogotá - Sierra Bella,Santiago
1363,UF,2490,3,1,69.0,Barrio Diez De Julio,Santiago
1364,UF,2750,2,1,65.0,Barrio Brasil,Santiago
1365,UF,3400,3,2,70.0,Barrio Brasil,Santiago
1366,UF,3150,2,2,54.0,Santa Isabel,Santiago
1367,UF,1900,1,1,5.0,Centro Histórico De Santiago,Santiago
1368,UF,2700,2,2,42.0,Santa Isabel,Santiago
1369,UF,3510,2,2,68.0,Parque Los Reyes,Santiago
1370,UF,2100,2,1,55.0,Parque O'Higgins,Santiago
1371,UF,3400,1,1,2.0,Barrio Diez De Julio,Santiago
1372,UF,1900,1,1,34.0,San Diego,Santiago
1373,UF,1980,1,1,34.0,San Diego,Santiago
1374,UF,4074,2,2,56.0,Centro Histórico De Santiago,Santiago
1375,UF,2350,1,1,42.0,Santa Isabel,Santiago
1376,UF,2000,1,1,32.0,Bogotá - Sierra Bella,Santiago
1377,UF,2460,2,2,45.0,Parque Almagro,Santiago
1378,UF,2300,2,1,43.0,Barrio Yungay,Santiago
1379,UF,2900,2,2,46.0,Centro Histórico De Santiago,Santiago
1380,UF,1950,1,1,33.0,Centro Histórico De Santiago,Santiago
1381,UF,3990,2,2,57.0,Santa Isabel,Santiago
1382,UF,1550,1,1,35.0,Centro Histórico De Santiago,Santiago
1383,UF,2500,2,1,40.0,Bogotá - Sierra Bella,Santiago
1384,UF,2400,1,1,31.0,Santa Isabel,Santiago
1385,UF,3850,2,2,55.0,Bogotá - Sierra Bella,Santiago
1386,$,70000000,1,1,30.0,Barrio Diez De Julio,Santiago
1387,UF,2390,2,1,48.0,Centro Histórico De Santiago,Santiago
1388,UF,2800,3,2,60.0,900 - 1200,Santiago
1389,UF,12000,2,2,80.0,Barrio República,Santiago
1390,UF,3000,2,1,42.0,Bogotá - Sierra Bella,Santiago
1391,UF,2200,3,2,50.0,Bogotá - Sierra Bella,Santiago
1392,UF,2190,3,2,50.0,Bogotá - Sierra Bella,Santiago
1393,UF,2350,1,1,32.0,Santa Isabel,Santiago
1394,UF,2350,1,1,32.0,Santa Isabel,Santiago
1395,UF,2800,3,2,61.0,San Diego,Santiago
1396,UF,2090,1,1,19.0,Barrio Brasil,Santiago
1397,UF,1890,2,1,40.0,Bogotá - Sierra Bella,Santiago
1398,UF,3980,3,2,70.0,Santa Isabel,Santiago
1399,UF,2500,1,1,22.0,Santa Isabel,Santiago
1400,UF,2090,1,1,29.0,San Diego,Santiago
1401,UF,1990,2,1,42.0,Bogotá - Sierra Bella,Santiago
1402,UF,2090,1,1,19.0,Barrio Brasil,Santiago
1403,UF,1800,1,1,32.0,Santa Isabel,Santiago
1404,UF,2600,2,2,44.0,Santa Isabel,Santiago
1405,UF,3700,2,2,58.0,Santa Isabel,Santiago
1406,UF,2050,1,1,29.0,Departamento en venta | Oportunidad Se Acepta Subsidio | UF | 2.050 | 1 dormitorio | 1 baño | 29 m² útiles | Santiago,Bulnes
1407,UF,1490,1,1,29.0,Bulnes,Santiago
1408,UF,4300,3,2,76.0,Ejército - Toesca,Santiago
1409,UF,2765,1,1,34.0,San Diego,Santiago
1410,UF,2250,1,1,28.0,Bogotá - Sierra Bella,Santiago
1411,UF,5359,2,2,81.0,Centro Histórico De Santiago,Santiago
1412,UF,1850,1,1,22.0,Barrio Diez De Julio,Santiago
1413,UF,2500,1,1,30.0,Barrio San Borja,Santiago
1414,UF,2470,2,2,57.0,Parque Almagro,Santiago
1415,UF,2700,3,1,58.0,Centro Histórico De Santiago,Santiago
1416,UF,3900,3,2,70.0,Santa Isabel,Santiago
1417,UF,2280,1,1,36.0,Parque O'Higgins,Santiago
1418,$,92000000,2,1,49.0,Bulnes,Santiago
1419,$,74000000,2,1,48.0,Parque Los Reyes,Santiago
1420,UF,1850,1,1,32.0,Bogotá - Sierra Bella,Santiago
1421,UF,1750,1,1,42.0,Parque O'Higgins,Santiago
1422,$,62000000,1,1,28.0,Centro Histórico De Santiago,Santiago
1423,$,55000000,1,1,46.0,Centro Histórico De Santiago,Santiago
1424,UF,2860,2,2,48.0,San Diego,Santiago
1425,UF,7720,5,2,140.0,Barrio Lastarria,Santiago
1426,UF,16500,3,3,270.0,Barrio Lastarria,Santiago
1427,UF,3200,3,2,51.0,Centro Histórico De Santiago,Santiago
1428,UF,3100,1,1,53.0,Centro Histórico De Santiago,Santiago
1429,UF,2800,1,1,53.0,Centro Histórico De Santiago,Santiago
1430,UF,3490,2,2,52.0,Parque Almagro,Santiago
1431,UF,3050,1,1,28.0,Barrio Diez De Julio,Santiago
1432,UF,2050,1,1,32.0,San Diego,Santiago
1433,UF,2398,1,1,37.0,Santa Isabel,Santiago
1434,UF,1850,1,1,33.0,Centro Histórico De Santiago,Santiago
1435,UF,2380,2,2,362.0,Barrio Diez De Julio,Santiago
1436,UF,3100,3,1,78.0,Barrio San Borja,Santiago
1437,UF,3680,3,2,91.0,Bulnes,Santiago
1438,$,140000000,3,2,91.0,Bulnes,Santiago
1439,UF,3150,2,2,55.0,Parque O'Higgins,Santiago
1440,UF,2990,2,1,52.0,Santa Isabel,Santiago
1441,$,85000000,2,2,61.0,Parque Almagro,Santiago
1442,UF,1650,1,1,29.0,Bulnes,Santiago
1443,$,85000000,2,2,55.0,Santa Isabel,Santiago
1444,$,92000000,2,1,58.0,Bulnes,Santiago
1445,$,129990990,3,2,71.0,Santa Isabel,Santiago
1446,UF,1990,2,2,39.0,Bulnes,Santiago
1447,UF,2649,2,2,55.0,Parque O'Higgins,Santiago
1448,$,255000000,6,4,209.0,Parque Almagro,Santiago
1449,UF,2816,2,1,62.0,San Diego,Santiago
1450,UF,2650,1,1,37.0,Barrio República,Santiago
1451,UF,4100,2,2,51.0,Barrio Diez De Julio,Santiago
1452,UF,5500,4,3,161.0,Barrio San Borja,Santiago
1453,UF,8550,5,2,285.0,Barrio San Borja,Santiago
1454,UF,3200,3,2,64.0,San Diego,Santiago
1455,UF,1800,1,1,35.0,Centro Histórico De Santiago,Santiago
1456,UF,1800,1,1,35.0,Centro Histórico De Santiago,Santiago
1457,UF,1990,1,1,30.0,Centro Histórico De Santiago,Santiago
1458,UF,3200,2,2,40.0,Centro Histórico De Santiago,Santiago
1459,UF,1990,1,1,38.0,Bulnes,Santiago
1460,UF,3400,2,2,68.0,Santa Isabel,Santiago
1461,UF,7450,5,3,185.0,Centro Histórico De Santiago,Santiago
1462,UF,2105,1,1,36.0,Santa Isabel,Santiago
1463,UF,1990,2,1,40.0,Bogotá - Sierra Bella,Santiago
1464,UF,2450,2,1,41.0,Barrio Diez De Julio,Santiago
1465,UF,1850,1,1,32.0,Ejército - Toesca,Santiago
1466,UF,3300,2,2,49.0,Ejército - Toesca,Santiago
1467,UF,4750,3,2,77.0,Santiago | UF | 4.750 | 3 dormitorios | 2 baños | 77 m² útiles | Ejército - Toesca,Santiago
1468,UF,1990,1,1,29.0,Bulnes,Santiago
1469,UF,1990,1,1,38.0,Bulnes,Santiago
1470,UF,2240,2,1,40.0,Bogotá - Sierra Bella,Santiago
1471,UF,6000,3,2,95.0,Barrio Lastarria,Santiago
1472,UF,1900,1,1,30.0,Bogotá - Sierra Bella,Santiago
1473,UF,1900,1,1,30.0,Bogotá - Sierra Bella,Santiago
1474,UF,1900,1,1,30.0,Bogotá - Sierra Bella,Santiago
1475,UF,2290,1,1,34.0,Bogotá - Sierra Bella,Santiago
1476,$,250000000,2,2,79.0,Barrio Lastarria,Santiago
1477,$,74000000,2,2,61.0,Parque Los Reyes,Santiago
1478,UF,5400,2,1,106.0,Barrio Yungay,Santiago
1479,UF,1200,1,1,18.0,Bulnes,Santiago
1480,UF,3200,2,2,40.0,Centro Histórico De Santiago,Santiago
1481,UF,4920,2,2,73.0,Franklin - Biobío,Santiago
1482,UF,2300,2,2,50.0,San Diego,Santiago
1483,UF,1900,2,1,48.0,Centro Histórico De Santiago,Santiago
1484,UF,9990,1,1,30.0,Centro Histórico De Santiago,Santiago
1485,UF,2000,1,1,32.0,Ejército - Toesca,Santiago
1486,UF,3300,2,2,62.0,Barrio República,Santiago
1487,UF,2025,1,1,43.0,Bogotá - Sierra Bella,Santiago
1488,UF,3400,2,2,50.0,Santa Isabel,Santiago
1489,$,68900000,1,1,34.0,Bulnes,Santiago
1490,UF,1700,1,1,28.0,Barrio Brasil,Santiago
1491,UF,2100,1,1,34.0,Santa Isabel,Santiago
1492,UF,1950,1,1,35.0,Santiago | UF | 1.950 | 1 dormitorio | 1 baño | 35 m² útiles | Santa Isabel,Santiago
1493,$,119900000,2,2,57.0,Barrio República,Santiago
1494,UF,2691,2,2,56.0,Metro Santa Ana. Santiago | UF | 2.691 | 2 dormitorios | 2 baños | 56 m² útiles | Centro Histórico De Santiago,Santiago
1495,UF,2480,2,2,44.0,Ejército - Toesca,Santiago
1496,UF,1950,2,1,36.0,Parque O'Higgins,Santiago
1497,$,60000000,1,1,35.0,Centro Histórico De Santiago,Santiago
1498,UF,2150,2,2,44.0,Bogotá - Sierra Bella,Santiago
1499,UF,1750,1,1,37.0,Bulnes,Santiago
1500,UF,2450,2,2,44.0,Bogotá - Sierra Bella,Santiago
1501,UF,1850,2,1,37.0,Parque O'Higgins,Santiago
1502,UF,4000,2,2,65.0,Ejército - Toesca,Santiago
1503,UF,3300,2,2,48.0,Metro Santa Isabel. | UF | 3.300 | 2 dormitorios | 2 baños | 48 m² útiles | Santa Isabel,Santiago
1504,UF,2450,2,1,53.0,Departamento en venta | Departamento 2 D 1b Metro Cal Y Canto Santiago | UF | 2.450 | 2 dormitorios | 1 baño | 53 m² útiles | Centro Histórico De Santiago,Santiago
1505,UF,1890,1,1,33.0,Bulnes,Santiago
1506,$,86000000,2,1,43.0,Departamento en venta | Inversión! Depto Metro San Ana Santiago | $ | 86.000.000 | 2 dormitorios | 1 baño | 43 m² útiles | Barrio República,Santiago
1507,UF,1800,1,1,37.0,Centro Histórico De Santiago,Santiago
1508,UF,2690,2,1,51.0,Departamento en venta | Departamento 2 D Metro Santiago Vista | UF | 2.690 | 2 dormitorios | 1 baño | 51 m² útiles | Centro Histórico De Santiago,Santiago
1509,UF,3900,2,2,50.0,Franklin - Biobío,Santiago
1510,UF,2250,2,2,45.0,Santa Isabel,Santiago
1511,UF,1840,1,1,29.0,Departamento en venta | Departamento 1d 1b Piscina Vista Santiago | UF | 1.840 | 1 dormitorio | 1 baño | 29 m² útiles | Barrio Diez De Julio,Santiago
1512,UF,2150,1,1,32.0,Barrio San Borja,Santiago
1513,UF,1640,2,1,33.0,Bogotá - Sierra Bella,Santiago
1514,UF,1890,1,1,31.0,Centro Histórico De Santiago,Santiago
1515,UF,3800,2,1,54.0,Parque Los Reyes,Santiago
1516,UF,2000,1,1,35.0,Departamento en venta | 22757 - Inversion / Calle Santo Domingo/ Santiago Centro | Por Borquez Y Asociados | UF | 2.000 | Publicado hoy | 1 dormitorio | 1 baño | 35 m² útiles | Centro Histórico De Santiago,Santiago
1517,UF,2900,2,2,87.0,Centro Histórico De Santiago,Santiago
1518,UF,1600,1,1,39.0,Centro Histórico De Santiago,Santiago
1519,UF,1650,1,1,34.0,Centro Histórico De Santiago,Santiago
1520,UF,1450,1,1,29.0,Barrio Yungay,Santiago
1521,UF,2280,1,1,33.0,Centro Histórico De Santiago,Santiago
1522,UF,1690,1,1,27.0,Centro Histórico De Santiago,Santiago
1523,UF,1800,2,1,41.0,Parque O'Higgins,Santiago
1524,UF,1750,1,1,34.0,Centro Histórico De Santiago,Santiago
1525,UF,2200,1,1,28.0,Departamento en venta | Departamento 1 Dormitorio Terraza Metro Matta | UF | 2.200 | 1 dormitorio | 1 baño | 28 m² útiles | San Diego,Santiago
1526,UF,3200,2,2,55.0,San Diego,Santiago
1527,UF,2300,2,2,42.0,Santa Isabel,Santiago
1528,$,82000000,2,2,43.0,Parque Almagro,Santiago
1529,UF,1580,1,1,35.0,Barrio Yungay,Santiago
1530,UF,1900,1,1,32.0,Centro Histórico De Santiago,Santiago
1531,$,87000000,3,1,48.0,Barrio Brasil Santiago | $ | 87.000.000 | 3 dormitorios | 1 baño | 48 m² útiles | Barrio Brasil,Santiago
1532,UF,1650,1,1,28.0,Departamento en venta | Departamento 1 Dormitorio 1 Baño Barrio República. | UF | 1.650 | 1 dormitorio | 1 baño | 28 m² útiles | Bulnes,Santiago
1533,UF,2450,2,1,61.0,Centro Histórico De Santiago,Santiago
1534,UF,11900,4,3,223.0,Centro Histórico De Santiago,Santiago
1535,$,142000000,3,2,78.0,San Diego,Santiago
1536,UF,11500,4,3,215.0,Barrio Lastarria,Santiago
1537,UF,2000,1,1,35.0,Parque Almagro,Santiago
1538,UF,10000,4,2,158.0,Barrio Lastarria,Santiago
1539,UF,2100,2,1,40.0,Bogotá - Sierra Bella,Santiago
1540,UF,2100,2,1,46.0,Parque Los Reyes,Santiago
1541,UF,4700,3,2,70.0,Barrio Brasil,Santiago
1542,$,75000000,1,1,35.0,Barrio República,Santiago
1543,UF,2550,2,2,63.0,Santa Isabel,Santiago
1544,UF,1800,1,1,35.0,Parque Almagro,Santiago
1545,UF,2990,2,2,43.0,Ejército - Toesca,Santiago
1546,UF,7000,4,3,160.0,Bulnes,Santiago
1547,UF,2990,2,2,60.0,Parque O'Higgins,Santiago
1548,UF,1500,1,1,27.0,Bulnes,Santiago
1549,$,55000000,1,1,28.0,Santa Isabel,Santiago
1550,UF,2690,1,1,32.0,Santa Isabel,Santiago
1551,$,86000000,1,2,49.0,Centro Histórico De Santiago,Santiago
1552,UF,2200,1,1,33.0,Bogotá - Sierra Bella,Santiago
1553,UF,3950,2,2,45.0,Centro Histórico De Santiago,Santiago
1554,UF,2500,1,1,49.0,Centro Histórico De Santiago,Santiago
1555,UF,3600,2,2,49.0,Bulnes,Santiago
1556,UF,13000,3,3,182.0,Centro Histórico De Santiago,Santiago
1557,UF,3500,2,2,47.0,Ejército - Toesca,Santiago
1558,$,50000000,1,1,45.0,San Diego,Santiago
1559,UF,4950,2,2,83.0,Centro Histórico De Santiago,Santiago
1560,UF,3100,1,1,44.0,Centro Histórico De Santiago,Santiago
1561,UF,5290,2,2,81.0,Centro Histórico De Santiago,Santiago
1562,UF,2350,1,1,34.0,Centro Histórico De Santiago,Santiago
1563,$,76000000,1,1,28.0,Barrio Diez De Julio,Santiago
1564,UF,2700,1,1,32.0,Bogotá - Sierra Bella,Santiago
1565,UF,1990,20,1,38.0,Parque O'Higgins,Santiago
1566,UF,2150,1,1,34.0,Centro Histórico De Santiago,Santiago
1567,UF,3590,2,2,54.0,Bogotá - Sierra Bella,Santiago
1568,UF,3000,2,2,50.0,San Diego,Santiago
1569,UF,2790,2,1,40.0,San Diego,Santiago
1570,UF,2400,1,1,34.0,Centro Histórico De Santiago,Santiago
1571,$,87000000,2,1,48.0,Parque Los Reyes,Santiago
1572,UF,3400,2,2,52.0,Barrio Lastarria,Santiago
